No.,Timestamp,Berat
1909,06:48:37:196,250.25
1910,06:48:37:383,250.35
1911,06:48:37:570,250.55
1912,06:48:37:773,250.45
1913,06:48:37:960,250.55
1914,06:48:38:147,250.55
1915,06:48:38:350,250.65
1916,06:48:38:537,250.95
1917,06:48:38:740,252.85
1918,06:48:38:912,308.25
1919,06:48:39:099,173.35
1920,06:48:39:286,15.04
1921,06:48:39:489,11.34
1922,06:48:39:676,11.44
1923,06:48:39:863,11.54
1924,06:48:40:066,11.24
1925,06:48:40:253,10.74
1926,06:48:40:440,10.34
1927,06:48:40:643,10.14
1928,06:48:40:815,10.04
1929,06:48:41:002,10.04
1930,06:48:41:205,9.93
1931,06:48:41:392,10.04
1932,06:48:41:579,10.04
1933,06:48:41:782,10.04
1934,06:48:41:969,10.04
1935,06:48:42:156,10.04
1936,06:48:42:344,10.14
1937,06:48:42:546,10.14
1938,06:48:42:734,10.24
1939,06:48:42:921,10.24
1940,06:48:43:124,10.34
1941,06:48:43:295,10.34
1942,06:48:43:467,10.34
1943,06:48:43:670,10.44
1944,06:48:43:857,10.54
1945,06:48:44:044,10.64
1946,06:48:44:247,10.64
1947,06:48:44:434,10.64
1948,06:48:44:621,10.74
1949,06:48:44:824,10.64
1950,06:48:45:011,10.94
1951,06:48:45:199,11.04
1952,06:48:45:401,11.04
1953,06:48:45:589,11.14
1954,06:48:45:776,11.24
1955,06:48:45:979,11.34
1956,06:48:46:181,11.44
1957,06:48:46:353,11.64
1958,06:48:46:540,11.74
1959,06:48:46:743,11.84
1960,06:48:46:915,11.74
1961,06:48:47:102,11.94
1962,06:48:47:305,12.04
1963,06:48:47:492,12.04
1964,06:48:47:679,12.04
1965,06:48:47:882,12.14
1966,06:48:48:069,12.24
1967,06:48:48:256,12.44
1968,06:48:48:475,12.44
1969,06:48:48:646,12.44
1970,06:48:48:833,12.54
1971,06:48:49:036,12.54
1972,06:48:49:223,12.64
1973,06:48:49:411,12.54
1974,06:48:49:613,12.74
1975,06:48:49:816,12.84
1976,06:48:49:988,12.94
1977,06:48:50:191,13.04
1978,06:48:50:378,13.04
1979,06:48:50:565,13.04
1980,06:48:50:768,13.24
1981,06:48:50:955,13.34
1982,06:48:51:142,13.44
1983,06:48:51:329,13.64
1984,06:48:51:532,13.64
1985,06:48:51:719,13.74
1986,06:48:51:907,13.94
1987,06:48:52:109,13.94
1988,06:48:52:297,14.14
1989,06:48:52:484,14.04
1990,06:48:52:687,14.14
1991,06:48:52:874,14.24
1992,06:48:53:061,14.34
1993,06:48:53:264,14.44
1994,06:48:53:467,14.54
1995,06:48:53:638,14.54
1996,06:48:53:841,14.64
1997,06:48:54:028,14.74
1998,06:48:54:215,14.84
1999,06:48:54:418,14.94
2000,06:48:54:605,14.94
2001,06:48:54:793,14.84
2002,06:48:54:995,14.94
2003,06:48:55:183,15.04
2004,06:48:55:370,15.04
2005,06:48:55:573,13.94
2006,06:48:55:760,8.93
2007,06:48:55:947,5.63
2008,06:48:56:134,4.73
2009,06:48:56:337,4.73
2010,06:48:56:524,5.23
2011,06:48:56:711,5.63
2012,06:48:56:914,6.13
2013,06:48:57:101,6.83

